# ID,label,height,root_density,area,shape_index,linearity,sphericity,verticality,density,omnivariance,local_planarity,volume_occupancy,vertical_density_ratio
  24.00000,   0.00000,  13.73000,   0.00132, 215.41841,   3.80291,   0.26756,   0.20589,   1.53788,  11.59573,   4.76300,   0.31848,   0.56469,  39.35106
  25.00000,   0.00000,  10.28000,   0.00058, 110.51012,   2.74039,   0.43348,   0.03219,   1.56753,  23.98460,   2.49753,   0.40351,   0.56153,   1.30630
  26.00000,   0.00000,  12.06000,   0.00041, 249.50665,   4.32931,   0.19457,   0.09006,   1.53077,   8.47228,  10.46829,   0.24185,   0.40166,   1.01323
  27.00000,   0.00000,  12.44000,   0.00273,  80.21077,   2.35635,   0.34051,   0.08748,   1.52250,  15.55374,   1.43325,   0.33222,   0.49766,  22.84782
  28.00000,   0.00000,  16.87000,   0.00102, 181.70844,   3.55038,   0.22146,   0.29452,   1.51249,  10.28131,   5.27484,   0.40025,   0.57569,   7.83119
  29.00000,   0.00000,   9.75000,   0.00041, 294.14636,   4.37862,   0.58567,   0.06256,   1.55181,  14.51401,   5.01764,   0.31744,   0.41061,  12.84366
  30.00000,   0.00000,  18.71000,   0.00030, 269.60358,   4.28810,   0.57289,   0.13752,   1.47182,   8.02512,   8.30290,   0.30861,   0.50371,  10.12430
  31.00000,   0.00000,  12.08000,   0.00037, 358.45328,   4.96995,   0.26987,   0.08029,   1.48246,   7.79270,  13.35180,   0.27456,   0.37727,   1.57416
  32.00000,   0.00000,   9.80000,   0.00164, 112.81466,   2.63900,   0.42316,   0.07062,   1.49713,  24.22004,   1.56605,   0.31002,   0.30828, 139.99994
  33.00000,   0.00000,  20.88000,   0.00369,  57.98563,   1.95486,   0.06371,   0.25115,   1.36651,   7.24198,   3.62118,   0.29979,   0.63006,   3.09719
  34.00000,   0.00000,  19.61000,   0.00023, 467.45523,   5.61189,   0.69046,   0.12577,   1.42199,   7.27262,   9.56657,   0.29353,   0.36956,   0.41234
  35.00000,   0.00000,  10.89000,   0.00121, 200.04341,   3.67095,   0.00978,   0.22162,   1.52129,   7.29518,   6.96417,   0.41502,   0.69569,   8.90374
  36.00000,   0.00000,  13.81000,   0.00113, 162.12274,   3.45106,   0.72208,   0.21799,   1.43816,   8.07503,   6.56277,   0.35339,   0.53203,   4.40925
  37.00000,   0.00000,  11.15000,   0.00036, 234.70467,   4.05879,   0.23231,   0.10219,   1.47261,   7.26375,   7.64807,   0.27652,   0.63408,   5.67933
  38.00000,   0.00000,  11.09000,   0.00035, 180.44153,   3.46646,   0.40534,   0.10829,   1.51161,  11.99184,   3.77958,   0.39677,   0.37017,   0.62672
  39.00000,   0.00000,  12.35000,   0.00487,  39.70953,   1.58771,   0.46346,   0.03445,   1.55703,  13.87011,   1.35097,   0.24112,   0.73842,  10.97087
  40.00000,   0.00000,  14.22000,   0.00614,  50.67211,   1.76753,   0.25816,   0.25235,   1.40633,  14.47860,   1.81835,   0.32800,   0.60094,   6.27232
  41.00000,   0.00000,  14.44000,   0.00141,  70.52206,   2.12574,   0.32968,   0.03172,   1.49895,  15.63497,   2.46169,   0.26773,   0.70074,  12.39810
  42.00000,   0.00000,  14.30000,   0.00090, 234.41676,   3.79621,   0.75022,   0.20054,   1.54098,   9.22394,   4.84701,   0.38481,   0.34564,   1.02201
  43.00000,   0.00000,  14.85000,   0.00109, 267.97571,   4.31771,   0.60913,   0.23095,   1.41176,   5.98863,   7.28037,   0.31133,   0.54138,   4.81157
  44.00000,   0.00000,  13.72000,   0.00041, 289.01459,   4.46216,   0.08672,   0.65913,   1.54447,  11.10521,   5.17185,   0.32338,   0.52392,  14.62359
  45.00000,   0.00000,  16.29000,   0.00123, 169.69267,   3.40761,   0.69734,   0.15028,   1.37472,  11.25350,   5.70864,   0.35155,   0.37447,   5.00926
  46.00000,   0.00000,  14.45000,   0.00145, 121.09467,   2.60336,   0.21507,   0.31291,   1.30455,   5.65183,   5.75000,   0.21808,   0.45958,   3.78611
  47.00000,   0.00000,  12.55000,   0.00050, 368.82187,   4.78409,   0.18969,   0.04306,   1.47928,   5.95898,  12.60030,   0.34440,   0.74147,   5.38932
  48.00000,   0.00000,  16.14000,   0.00309,  97.99865,   2.48474,   0.59138,   0.13891,   1.39493,  12.29029,   3.06139,   0.33402,   0.41986,   2.93074
  49.00000,   0.00000,  16.86000,   0.00103, 143.38541,   3.01049,   0.39371,   0.25218,   1.51614,   7.74671,   5.35713,   0.41999,   0.67621,  10.75806
  50.00000,   0.00000,  12.30000,   0.00108, 215.28818,   3.77567,   0.46230,   0.16905,   1.55754,  12.76495,   4.29269,   0.29913,   0.47523,   7.46971
  51.00000,   0.00000,  10.53000,   0.00110, 218.13708,   3.89116,   0.71945,   0.16337,   1.53592,   9.58751,   5.44940,   0.27736,   0.69230,  15.78937
  52.00000,   0.00000,  14.08000,   0.00078, 392.70761,   5.21580,   0.17991,   0.07398,   1.49509,   4.47906,  15.53876,   0.29742,   0.64594,   3.15375
  53.00000,   0.00000,   8.83000,   0.00264,  71.70038,   2.22146,   0.28572,   0.11532,   1.54630,  15.76758,   2.11513,   0.42064,   0.52896,  14.77381
  54.00000,   0.00000,  17.84000,   0.00037, 352.29965,   4.93591,   0.12333,   0.02334,   1.52938,   4.95689,  16.06380,   0.26384,   0.64696,  12.23040
  55.00000,   0.00000,  14.47000,   0.00007, 374.58926,   4.99524,   0.48928,   0.24894,   1.50061,   6.08715,  13.50454,   0.29958,   0.65632,   1.55611
  56.00000,   0.00000,   9.91000,   0.00132, 164.58997,   3.19133,   0.10172,   0.03228,   1.53211,  10.95552,   4.41598,   0.37907,   0.64903,  17.21687
  57.00000,   0.00000,  18.67000,   0.00085, 247.32991,   4.14872,   0.51828,   0.19456,   1.41661,   8.86860,   8.98648,   0.33282,   0.49824,   3.07482
  58.00000,   0.00000,   8.58000,   0.00222,  58.97221,   1.92920,   0.46272,   0.09615,   1.43465,  21.25537,   1.91727,   0.28743,   0.45558,   7.75486
  59.00000,   0.00000,  10.82000,   0.00129, 219.53967,   3.84784,   0.20308,   0.02876,   1.45771,  12.60059,   5.29383,   0.39079,   0.56859,   9.33777
  60.00000,   0.00000,  13.26000,   0.00006,3478.11670,  12.24774,   0.66962,   0.08772,   1.55575,   5.01008,  37.64487,   0.28799,   0.66552,  13.39599
  61.00000,   0.00000,   9.92000,   0.00070, 158.35512,   3.25281,   0.22128,   0.54309,   1.55167,  11.01472,   4.14018,   0.38776,   0.62313,  18.55137
  62.00000,   0.00000,   9.90000,   0.00160, 111.88171,   2.75629,   0.32347,   0.50424,   1.55607,  11.44699,   3.39412,   0.39454,   0.58562,   7.50973
  63.00000,   0.00000,   7.54000,   0.00186, 114.87693,   2.78770,   0.56703,   0.03398,   1.51969,  16.59497,   3.17372,   0.41527,   0.58039,  14.79779
  64.00000,   0.00000,  13.44000,   0.00004, 818.74066,   7.24640,   0.40090,   0.39597,   1.53398,   4.58208,  22.53121,   0.31082,   0.59884,   7.27444
  65.00000,   0.00000,   8.08000,   0.00135,  58.76180,   1.96514,   0.17613,   0.03679,   1.56260,  43.97231,   1.51083,   0.33466,   0.56335,   1.18253
  66.00000,   0.00000,  13.29000,   0.00111, 261.61612,   3.83951,   0.41691,   0.17833,   1.50846,  11.24270,   4.99195,   0.29141,   0.40539,  20.48413
  67.00000,   0.00000,  18.99000,   0.00075, 152.89128,   2.89302,   0.12831,   0.03329,   1.44691,   7.37667,   6.63256,   0.26365,   0.81478,   4.61733
  68.00000,   0.00000,  14.67000,   0.00142, 248.82475,   4.11761,   0.45450,   0.27030,   1.38809,   7.64556,   9.38101,   0.34302,   0.55448,   2.16484
  69.00000,   0.00000,  12.24000,   0.00029, 370.51959,   5.10555,   0.31096,   0.05743,   1.54691,   7.79056,  13.87069,   0.26069,   0.40312,   1.47239
  70.00000,   0.00000,  11.89000,   0.00117, 213.33684,   3.72073,   0.78590,   0.19999,   1.48721,   8.60915,   7.72783,   0.28089,   0.58580,   3.20453
  71.00000,   0.00000,   7.42000,   0.00321,  45.14034,   1.65674,   0.69085,   0.02858,   1.44903,  14.69159,   1.21545,   0.26369,   0.63565,  20.46551
  72.00000,   0.00000,   8.27000,   0.00148,  93.72715,   2.42591,   0.22414,   0.05073,   1.51958,  15.77596,   2.60593,   0.26782,   0.29193,  25.77777
  73.00000,   0.00000,  14.89000,   0.00060, 435.18896,   5.05205,   0.12016,   0.04364,   1.43931,   5.64666,  16.76189,   0.28042,   0.35231,   3.99097
  74.00000,   0.00000,  12.57000,   0.00102, 304.26672,   4.45367,   0.19196,   0.05776,   1.53701,   6.17974,  11.11034,   0.34522,   0.72577,   5.09762
  75.00000,   0.00000,  11.55000,   0.00077, 111.81649,   2.67635,   0.43808,   0.10821,   1.47785,  13.15768,   3.00792,   0.34188,   0.53901,  11.05247
  76.00000,   0.00000,  16.51000,   0.00014, 374.31976,   5.02203,   0.47739,   0.12817,   1.53558,   4.53399,  15.99025,   0.29159,   0.68725,   7.72683
  77.00000,   0.00000,  19.63000,   0.00121, 147.73758,   3.14098,   0.61801,   0.15405,   1.51195,   7.76226,   5.00231,   0.40869,   0.66686,  19.78853
  78.00000,   0.00000,  12.12000,   0.00527,  50.74828,   1.83750,   0.72191,   0.05446,   1.53731,  13.48317,   1.94296,   0.28468,   0.65576,   9.31522
  79.00000,   0.00000,   8.10000,   0.00087,  90.46072,   2.37905,   0.16751,   0.06673,   1.55246,  41.38551,   2.23379,   0.31142,   0.48199,   0.65782
  80.00000,   0.00000,  11.90000,   0.00117, 178.66815,   3.54981,   0.43870,   0.30604,   1.48721,  10.46703,   5.03069,   0.37092,   0.55644,   5.74114
  81.00000,   0.00000,   9.11000,   0.00324, 122.06044,   2.84516,   0.25338,   0.07217,   1.41992,   6.87245,   4.94605,   0.24511,   0.54587,   5.27828
  82.00000,   0.00000,  11.19000,   0.00126, 210.98706,   3.61164,   0.43081,   0.39906,   1.49785,   6.27680,   6.91861,   0.37279,   0.63576,  11.35579
  83.00000,   0.00000,  14.80000,   0.00079, 223.98956,   3.88675,   0.13145,   0.36924,   1.51557,   7.49909,   9.78860,   0.31282,   0.56105,   1.91464
  84.00000,   0.00000,  12.11000,   0.00032, 242.06973,   4.25963,   0.43416,   0.12680,   1.54224,   7.99422,  10.33640,   0.27314,   0.55482,   1.06692
  85.00000,   0.00000,  12.25000,   0.00156, 144.97005,   3.07678,   0.46844,   0.17672,   1.54292,  12.50559,   4.34245,   0.30001,   0.46939,   4.34719
  86.00000,   0.00000,  12.10000,   0.00076, 232.11243,   4.17067,   0.49685,   0.10787,   1.55734,   9.80185,  10.05422,   0.24300,   0.39197,   1.16003
  87.00000,   0.00000,  12.59000,   0.00180, 173.41170,   3.42084,   0.23723,   0.05152,   1.44391,   8.44307,   5.95404,   0.30201,   0.55354,  17.49444
  88.00000,   0.00000,  11.60000,   0.00044, 313.23380,   4.58247,   0.24837,   0.41458,   1.55950,  10.78895,   7.18061,   0.36636,   0.56417,   2.40241
  89.00000,   0.00000,  11.40000,   0.00236,  89.37711,   2.49257,   0.29175,   0.29953,   1.46178,  12.97819,   2.57241,   0.27648,   0.51969,   1.32512
  90.00000,   0.00000,   9.77000,   0.00044, 181.55719,   3.49830,   0.20524,   0.04053,   1.56802,  24.74134,   4.93784,   0.32003,   0.38737,   0.57352
  91.00000,   0.00000,  20.09000,   0.00121, 164.24080,   3.27532,   0.12496,   0.60458,   1.49370,   7.16430,   6.03246,   0.29409,   0.77040,  11.34270
  92.00000,   0.00000,  19.53000,   0.00037, 287.62842,   4.29698,   0.38528,   0.22495,   1.33547,   7.69985,   8.93894,   0.29695,   0.54250,   3.25417
  93.00000,   0.00000,  11.65000,   0.00244, 110.27412,   2.63285,   0.59639,   0.00721,   1.24464,  16.41618,   2.02912,   0.27632,   0.33893,  12.58823
  94.00000,   0.00000,   7.23000,   0.00188,  54.43378,   1.81233,   0.51645,   0.10397,   1.54383,   8.78173,   1.73143,   0.27429,   0.63981,  20.71428
  95.00000,   0.00000,  14.75000,   0.00065, 238.02341,   3.92134,   0.08497,   0.17208,   1.56509,  11.09912,   4.74990,   0.31036,   0.57143,  35.16822
  96.00000,   0.00000,  14.82000,   0.00047, 223.76207,   3.95400,   0.19356,   0.07052,   1.54247,   7.18313,   9.67095,   0.33406,   0.55351,   1.93985
  97.00000,   0.00000,  20.79000,   0.00214, 163.75883,   3.23781,   0.21560,   0.08119,   1.23538,   7.87322,   5.58758,   0.34137,   0.50292,   2.92992
  98.00000,   0.00000,  12.49000,   0.00046, 450.63507,   5.35444,   0.22992,   0.07153,   1.47265,   7.66582,  15.22461,   0.28492,   0.60335,   1.53940
  99.00000,   0.00000,  13.01000,   0.00136, 162.83449,   3.24592,   0.83059,   0.08672,   1.49498,   7.70265,   5.54313,   0.28060,   0.60911,   5.23540
 100.00000,   1.00000,  14.29000,   0.01333,   8.86494,   0.71804,   0.69206,   0.02527,   1.51966,  26.51511,   0.31335,   0.19900,   0.37580,   5.81818
 101.00000,   1.00000,  12.48000,   0.00938,  10.28288,   0.78036,   0.43581,   0.03631,   1.49073,  41.59360,   0.33158,   0.24857,   0.41616,   9.32258
 102.00000,   1.00000,  14.71000,   0.00748,  11.17347,   0.81729,   0.38178,   0.07423,   1.51888,  34.60199,   0.48648,   0.25098,   0.53831,   5.57377
 103.00000,   1.00000,   8.52000,   0.01266,   9.25116,   0.75408,   0.32285,   0.02865,   1.41701,  46.19842,   0.31447,   0.22622,   0.49213,   2.09804
 104.00000,   1.00000,   5.31000,   0.00888,  12.52937,   0.80291,   0.15654,   0.24242,   1.49973,  34.99702,   0.42490,   0.17525,   0.48530,   1.09938
 105.00000,   1.00000,  13.24000,   0.00968,   9.09471,   0.74928,   0.20666,   0.04242,   1.49927,  63.41515,   0.26451,   0.24743,   0.43677,   1.81818
 106.00000,   1.00000,   7.73000,   0.01250,   8.19102,   0.64723,   0.70844,   0.02073,   1.40303,  42.76434,   0.22420,   0.25130,   0.31429,   2.72093
 107.00000,   1.00000,   5.83000,   0.00595,   8.39160,   0.72759,   0.37018,   0.05010,   1.48949,  63.19415,   0.26743,   0.21871,   0.41677,   4.01493
 108.00000,   1.00000,   5.93000,   0.02618,   6.29159,   0.61850,   0.57513,   0.03082,   1.48398,  42.09882,   0.29350,   0.16389,   0.41222,  10.23529
 109.00000,   1.00000,   6.96000,   0.00746,   7.17418,   0.65813,   0.14414,   0.03920,   1.43599,  61.06335,   0.23196,   0.23560,   0.34049,   1.50467
 110.00000,   1.00000,   8.04000,   0.00586,  14.89493,   0.91949,   0.59337,   0.13581,   1.53080,  36.82499,   0.52213,   0.23995,   0.49289,   0.67869
 111.00000,   1.00000,   8.13000,   0.01355,  10.33004,   0.78798,   0.37367,   0.03316,   1.55726,  54.64917,   0.31063,   0.26811,   0.51030,   3.29070
 112.00000,   1.00000,   6.47000,   0.01786,   8.30412,   0.67414,   0.71602,   0.04479,   1.39689,  30.09473,   0.31431,   0.12373,   0.37396,   5.00000
 113.00000,   1.00000,   6.66000,   0.00683,   9.62433,   0.77411,   0.48948,   0.01516,   1.42808,  51.43674,   0.27133,   0.23311,   0.49242,   1.71296
 114.00000,   1.00000,   7.11000,   0.00723,  13.89010,   0.91070,   0.35890,   0.11673,   1.52588,  34.27822,   0.43457,   0.24134,   0.57029,   2.64035
 115.00000,   1.00000,  13.19000,   0.01761,   8.17458,   0.68136,   0.53582,   0.04320,   1.46571,  43.59146,   0.31073,   0.23568,   0.54651,   3.30303
 116.00000,   1.00000,   5.80000,   0.01653,   5.60289,   0.59631,   0.42900,   0.18990,   1.46434,  66.46216,   0.26068,   0.15697,   0.37659,   0.39080
 117.00000,   1.00000,   9.05000,   0.01014,   8.62659,   0.70625,   0.08752,   0.03225,   1.50085,  56.87210,   0.28501,   0.26874,   0.45937,   2.40230
 118.00000,   1.00000,   5.60000,   0.02312,   6.61419,   0.61564,   0.68526,   0.03163,   1.34885,  36.85569,   0.29537,   0.16801,   0.28456,   3.32500
 119.00000,   1.00000,   7.39000,   0.00633,   8.18475,   0.67432,   0.67248,   0.02397,   1.51098,  40.10065,   0.25835,   0.20721,   0.37950,   4.44827
 120.00000,   1.00000,  13.78000,   0.01282,   7.13160,   0.67450,   0.63055,   0.03586,   1.32512,  50.57614,   0.19699,   0.18512,   0.33773,   1.19718
 121.00000,   1.00000,   9.40000,   0.03145,   7.61163,   0.64956,   0.62845,   0.03332,   1.53141,  35.10347,   0.29186,   0.13191,   0.42845,   8.93749
 122.00000,   1.00000,  11.39000,   0.03012,   8.59353,   0.74334,   0.55626,   0.05951,   1.37110,  22.51813,   0.34176,   0.16508,   0.41083,   8.76470
 123.00000,   1.00000,   7.83000,   0.02349,   8.72217,   0.71796,   0.75381,   0.02146,   1.47887,  46.85304,   0.29951,   0.23018,   0.48949,   2.38636
 124.00000,   1.00000,   6.60000,   0.00802,  12.87499,   0.85449,   0.47284,   0.18064,   1.52952,  40.39949,   0.50481,   0.29421,   0.53611,   0.34501
 125.00000,   1.00000,  11.46000,   0.01866,   7.79772,   0.69409,   0.57086,   0.02676,   1.45990,  39.93288,   0.29997,   0.23532,   0.52973,   3.62069
 126.00000,   1.00000,   9.37000,   0.01812,   8.00998,   0.71071,   0.06488,   0.17907,   1.49805,  45.02237,   0.30694,   0.17881,   0.50942,   3.75862
 127.00000,   1.00000,   8.59000,   0.00667,  14.68989,   0.94764,   0.40923,   0.04945,   1.52758,  50.64130,   0.41228,   0.26404,   0.37653,   2.51562
 128.00000,   1.00000,  14.24000,   0.00699,   6.81889,   0.64698,   0.66326,   0.02299,   1.46410,  31.79813,   0.29755,   0.11781,   0.41162,   9.99999
 129.00000,   1.00000,   7.71000,   0.01415,  10.78225,   0.78839,   0.50806,   0.05523,   1.52588,  42.51718,   0.43191,   0.29784,   0.54893,   2.47541
 130.00000,   1.00000,   6.09000,   0.00311,   8.81977,   0.73987,   0.46397,   0.05801,   1.49048,  53.21039,   0.26781,   0.22554,   0.46590,   2.78823
 131.00000,   1.00000,   5.82000,   0.00857,   9.88334,   0.77274,   0.61629,   0.02988,   1.51954,  47.69356,   0.33366,   0.26012,   0.31824,   1.07101
 132.00000,   1.00000,   6.55000,   0.00898,   8.95834,   0.73332,   0.52413,   0.05696,   1.45463,  48.54557,   0.33791,   0.32026,   0.37115,   1.27211
 133.00000,   1.00000,  13.42000,   0.00990,  10.94272,   0.80483,   0.25132,   0.09221,   1.51112,  48.22826,   0.38989,   0.24259,   0.46346,   1.03015
 134.00000,   1.00000,   6.01000,   0.01748,  10.03240,   0.77443,   0.29544,   0.05763,   1.50501,  36.17275,   0.34161,   0.18337,   0.33005,   5.21739
 135.00000,   1.00000,  13.75000,   0.01980,  10.76440,   0.80042,   0.55919,   0.06209,   1.48371,  49.58813,   0.37810,   0.23851,   0.37630,   4.11392
 136.00000,   1.00000,   7.29000,   0.00524,   8.88224,   0.72375,   0.57994,   0.03757,   1.47402,  38.01814,   0.31331,   0.22868,   0.40140,   1.09890
 137.00000,   1.00000,   5.04000,   0.02256,   7.10742,   0.65955,   0.69310,   0.04868,   1.49890,  33.77330,   0.29323,   0.11898,   0.46202,   1.50943
 138.00000,   1.00000,   6.58000,   0.01531,   6.20334,   0.57449,   0.67311,   0.09805,   1.45056,  55.39137,   0.25108,   0.18671,   0.39830,   0.36111
 139.00000,   1.00000,   9.58000,   0.01423,   8.52955,   0.72350,   0.40535,   0.04338,   1.41097,  42.89486,   0.31124,   0.23253,   0.41840,   3.32308
 140.00000,   1.00000,   6.09000,   0.00571,   9.24194,   0.75869,   0.52827,   0.04748,   1.41689,  51.44740,   0.30448,   0.25198,   0.30702,   1.46479
 141.00000,   1.00000,   8.03000,   0.02797,   7.37130,   0.66436,   0.68740,   0.03320,   1.42154,  45.09450,   0.23109,   0.14095,   0.36515,   1.64815
 142.00000,   1.00000,   5.97000,   0.01961,   8.00279,   0.66640,   0.63292,   0.04901,   1.48414,  31.63367,   0.29567,   0.18046,   0.43771,   7.05263
 143.00000,   1.00000,   6.12000,   0.01342,   8.74345,   0.72874,   0.15595,   0.04986,   1.30457,  43.53576,   0.31354,   0.20746,   0.37507,   2.54762
 144.00000,   1.00000,   7.38000,   0.01695,   9.68236,   0.77155,   0.03128,   0.07834,   1.46292,  47.01659,   0.23615,   0.24610,   0.41208,  25.81816
 145.00000,   1.00000,   7.54000,   0.01840,   6.68329,   0.62111,   0.73872,   0.02873,   1.33800,  31.64733,   0.29711,   0.16126,   0.38667,  11.53845
 146.00000,   1.00000,   6.28000,   0.01550,   7.35991,   0.66326,   0.69289,   0.05049,   1.47285,  30.15085,   0.29924,   0.19288,   0.26861,   2.39474
 147.00000,   1.00000,  13.74000,   0.02020,  10.05250,   0.79456,   0.32458,   0.01380,   1.37287,  39.88419,   0.34433,   0.27001,   0.34414,  13.14285
 148.00000,   1.00000,  13.49000,   0.01520,   8.66794,   0.74486,   0.41794,   0.05678,   1.45090,  48.79001,   0.32360,   0.25569,   0.44517,   1.63200
 149.00000,   1.00000,   6.45000,   0.01869,   8.29900,   0.70390,   0.68884,   0.03678,   1.34160,  62.13934,   0.25265,   0.24959,   0.24341,   1.65289
 150.00000,   1.00000,   6.08000,   0.00971,   8.90249,   0.71876,   0.16877,   0.04941,   1.46291,  59.06799,   0.26511,   0.22004,   0.49338,   1.64103
 151.00000,   1.00000,   6.24000,   0.01099,   8.84955,   0.73964,   0.51425,   0.06119,   1.49254,  30.84678,   0.33123,   0.22759,   0.45418,   3.13636
 152.00000,   1.00000,   8.49000,   0.00723,  14.82450,   0.93323,   0.27397,   0.09621,   1.51720,  39.83042,   0.56715,   0.25392,   0.56459,   0.88737
 153.00000,   1.00000,  11.05000,   0.01515,   6.47625,   0.59577,   0.86257,   0.02662,   1.37288,  42.30161,   0.20408,   0.20570,   0.31000,   1.12903
 154.00000,   1.00000,   6.23000,   0.01887,   5.96297,   0.61226,   0.76892,   0.01440,   1.41756,  57.82923,   0.15287,   0.12176,   0.33630,   6.06666
 155.00000,   1.00000,  10.03000,   0.00625,   9.00344,   0.70471,   0.65022,   0.02830,   1.52449,  31.70992,   0.32829,   0.25474,   0.29915,   1.75862
 156.00000,   1.00000,  14.68000,   0.01003,  13.04421,   0.83991,   0.48642,   0.10033,   1.50171,  24.88307,   0.41198,   0.21202,   0.46732,  10.96000
 157.00000,   1.00000,   7.47000,   0.01929,   9.26575,   0.75253,   0.33721,   0.03857,   1.53265,  52.46788,   0.29118,   0.22875,   0.53946,   2.30851
 158.00000,   1.00000,   9.34000,   0.00993,   7.98480,   0.68887,   0.33384,   0.04359,   1.42156,  53.87915,   0.29684,   0.22014,   0.42384,   2.72839
 159.00000,   1.00000,   7.00000,   0.02190,   6.55110,   0.59182,   0.81440,   0.01506,   1.41147,  43.92791,   0.20883,   0.15312,   0.44495,   2.51282
 160.00000,   1.00000,   7.16000,   0.01571,   8.07495,   0.67853,   0.53502,   0.03052,   1.50248,  37.72612,   0.27975,   0.17034,   0.40060,   5.82143
 161.00000,   1.00000,   6.34000,   0.01597,   9.32291,   0.74616,   0.39785,   0.03805,   1.44988,  39.82409,   0.34337,   0.22256,   0.29719,  12.60869
 162.00000,   1.00000,   7.40000,   0.01109,  13.16259,   0.83750,   0.30522,   0.06266,   1.52124,  40.05134,   0.50251,   0.27731,   0.52237,   1.80124
 163.00000,   1.00000,   6.40000,   0.00943,   3.44042,   0.48160,   0.67877,   0.00962,   1.56595, 133.32292,   0.07010,   0.12693,   0.38466,  34.33322
 164.00000,   1.00000,   5.92000,   0.00549,  11.07593,   0.82109,   0.08926,   0.05823,   1.46945,  44.63087,   0.34385,   0.22697,   0.47687,   5.27586
